tiempo,h1,h2,h3,h4
1755142688.3528328,40.00000234210369,40.00000204934123,39.9999943571757,39.999996786577555
1755142688.3596442,40.001092542955,40.00095601980149,39.99736755530092,39.99850088725353
1755142688.4445062,40.01517495437252,40.01328672738306,39.963403321790395,39.97915675626654
1755142688.5333076,40.02985853987164,40.02615976035871,39.9279233305166,39.958944704601805
1755142688.6108823,40.042656918169456,40.03739339107953,39.89694340050452,39.94129234792027
1755142688.6743214,40.053091972784046,40.04656189696207,39.87164591498713,39.926875162281696
1755142688.6809373,40.054144341630014,40.04748699845906,39.86909276444497,39.9254199725576
1755142688.7813697,40.07064599113483,40.06200417662353,39.82901209106339,39.902572425141386
1755142688.8310359,40.07877207733299,40.069160761033935,39.80924277298504,39.89130090385912
1755142688.932064,40.0952648326129,40.08370159111307,39.769053620630295,39.86838240098999
1755142689.0068183,40.10745312724576,40.09446106476238,39.73929698362367,39.85140925422105
1755142689.0140917,40.108606021770086,40.09547941100759,39.73647979663644,39.84980215998931
1755142689.144593,40.12982245116304,40.11423851448021,39.684558391766096,39.82017763306275
1755142689.1517668,40.13095008062757,40.11523653903355,39.68179469768307,39.81860047835746
1755142689.2399926,40.14523618444904,40.12788943424657,39.64674478355088,39.798596046963524
1755142689.2926285,40.153725341065886,40.13541583556601,39.62588527755036,39.78668843783545
1755142689.3926923,40.16985723767611,40.14973420127782,39.58617999936128,39.7640181524478
1755142689.4459794,40.17840862179381,40.15733279230996,39.56509724732597,39.75197820231253
1755142689.5413985,40.19371712317307,40.1709504988042,39.52729388712629,39.73038516238883
1755142689.5994678,40.20298738087524,40.1792062054325,39.504363014649236,39.717284514268535
1755142689.6945496,40.218173033028165,40.19274521822882,39.46673660288115,39.69578375985937
1755142689.754307,40.227659974320666,40.20121315344076,39.44319014148871,39.682325891797056
1755142689.8644297,40.24516967912522,40.21686183126621,39.3996497984945,39.65743496811253
1755142689.9112246,40.25255001870079,40.223465456493145,39.38126568547271,39.646923026184105
1755142690.0110116,40.26833630817189,40.23760582165899,39.341878886191544,39.6243974410349
1755142690.0691426,40.277490548037605,40.24581530850374,39.31899898249431,39.61130949616004
1755142690.164742,40.292536286508366,40.25932382578007,39.281329693130566,39.58975716922445
1755142690.2137597,40.30021457187846,40.266225118917816,39.26207495120815,39.57873851195133
1755142690.3050873,40.31452418371132,40.27910028920629,39.22613470777084,39.5581675890812
1755142690.3852415,40.327017791652636,40.29035605623088,39.194695389423536,39.540168692886276
1755142690.4730282,40.3406976232616,40.30269618902458,39.16020624306695,39.52041932540743
1755142690.509358,40.34632664429435,40.307778730209606,39.14599476421854,39.512280110701354
1755142690.5839255,40.357902007795694,40.3182391349088,39.11673426475877,39.49551950360627
1755142690.675488,40.3720626346444,40.331051990522326,39.08087168534348,39.474972584956994
1755142690.7436507,40.38256930545984,40.34057026112951,39.05421501417852,39.45969676542222
1755142690.8008687,40.39138716536976,40.34856626147988,39.031811358036755,39.446855999886964
1755142690.9508014,40.414435716204295,40.369499873756105,38.9731140253888,39.413203917836206
1755142690.95926,40.41569914963833,40.37064877543859,38.96989067005638,39.41135552312576
1755142691.0346327,40.42723353506036,40.38114432399218,38.94043539674478,39.394462837075274
1755142691.1085284,40.438515307372576,40.39142186734471,38.911576204948744,39.37790866109485
1755142691.2225199,40.455864604691094,40.407249881135755,38.86710082495467,39.35239025171996
1755142691.273137,40.4635362016505,40.414257752190245,38.847397431842225,39.341082615094855
1755142691.2794094,40.46446114684019,40.41510304654589,38.84502030143777,39.33971829210289
1755142691.3596134,40.476605902407776,40.4262094353615,38.81377712591502,39.321784579490384
1755142691.4232838,40.486225076840256,40.435016071493116,38.788990271602444,39.307554042809045
1755142691.5508294,40.50541293747395,40.45260942277813,38.73943792036358,39.27909784564474
1755142691.5801709,40.509793561492835,40.45663096285306,38.72810458099983,39.272588115819005
1755142691.6738174,40.52384856075552,40.46954634709072,38.691690539486444,39.251668843391364
1755142691.7594411,40.536655625813,40.481331660047864,38.6584407264781,39.232562701201516
1755142691.871481,40.55333816184636,40.4967072910905,38.6150300163045,39.20761114356369
1755142691.900538,40.557642673777565,40.500679031317745,38.60381059880849,39.20116121996964
1755142691.984325,40.570086426453,40.51217109202038,38.5713341960085,39.18248800733258
1755142692.0479507,40.579501833919814,40.52087664281554,38.54671904548229,39.1683319899946
1755142692.1577368,40.595701981107794,40.535876174080734,38.504280376007685,39.14391999691864
1755142692.2052593,40.60269184131948,40.542356168951805,38.4859356565655,39.1333652952305
1755142692.310679,40.618185328216775,40.5567371655053,38.445200354597226,39.10992318197451
1755142692.3679044,40.626533560198304,40.564496116357034,38.423209295402856,39.097265078201644
1755142692.4555504,40.63936785714938,40.57643843077642,38.38934324705036,39.07776783301481
1755142692.5171258,40.64835037517305,40.58480678636456,38.365599091849084,39.0640951260694
1755142692.6351883,40.66551000712779,40.60081649377558,38.3201432869516,39.03791364107129
1755142692.6712844,40.67072061927947,40.60568402781688,38.30631515978922,39.02994727576698
1755142692.761941,40.68383099386969,40.61794383959086,38.271470011904746,39.009869539501985
1755142692.7966738,40.68883438481784,40.62262742296091,38.25815200955188,39.002194397920015
1755142692.881734,40.701103107467,40.63412322978253,38.22544854351689,38.983344338506214
1755142692.9467046,40.71044414899316,40.64288659821292,38.20050442580941,38.96896374108714
1755142693.05952,40.72662002315679,40.658084360058446,38.157216733491616,38.944001721462854
1755142693.1052957,40.733167791931955,40.664244274977456,38.13966109628223,38.93387597603382
1755142693.1931539,40.745703133074635,40.676050153172945,38.1059977845611,38.91445605611036
1755142693.238662,40.75217122511982,40.68214859846797,38.08859999779573,38.904417652776466
1755142693.3513706,40.7681601506763,40.697243607196704,38.04551115946935,38.87955025306125
1755142693.389163,40.773479748698485,40.70227209565756,38.03114922222996,38.871259978217466
1755142693.4670277,40.78449757885443,40.71269705197985,38.001361478123485,38.85406256945216
1755142693.5273285,40.79299045417047,40.72074223654598,37.978361667902156,38.84078150624097
1755142693.6369786,40.8083992733672,40.735359641710744,37.93654638902418,38.81662990733224
1755142693.6703594,40.81306045930471,40.73978675123124,37.92387518612387,38.809309843685554
1755142693.7595983,40.8255527227477,40.7516639517142,37.88986481600853,38.78965895243756
1755142693.8122232,40.83288547508923,40.75864404521655,37.869866661660645,38.77810191836659
1755142693.904827,40.84579116427951,40.77094419207369,37.83460717281551,38.757721167752365
1755142693.950142,40.85208559443815,40.77695032972949,37.81738109025597,38.747762205558665
1755142694.069877,40.868698476011176,40.792824659873446,37.77182392062276,38.72141805490781
1755142694.1040769,40.87339816122474,40.79732133042758,37.75891159560964,38.713949697461004
1755142694.2081692,40.88774999224692,40.811069459866864,37.719412864067515,38.691099632383406
1755142694.2514942,40.89369699504727,40.816773526426,37.703015812661064,38.681611966645406
1755142694.3458426,40.90665578910678,40.82921770151051,37.66722486971441,38.6608986199639
1755142694.414805,40.91609853880997,40.838298277026695,37.641091894360834,38.6457711872679
1755142694.518697,40.930285448314066,40.85196151371652,37.601744735513584,38.6229890294611
1755142694.580114,40.93863567940429,40.86001508678746,37.578537654583435,38.60954892747859
1755142694.6491113,40.948004447610884,40.86906128404963,37.55245734954065,38.5944420722248
1755142694.6589131,40.949305068467325,40.87031798639491,37.54883317924483,38.59234256260155
1755142694.7241933,40.95811100835705,40.87883212480541,37.5242725290817,38.578112900421424
1755142694.8306193,40.97250272683043,40.892767883844826,37.484045974237205,38.554801294966076
1755142694.8741963,40.978351183206605,40.89843852277607,37.46766793165598,38.54530808952595
1755142695.0193079,40.997838854231,40.91736510894779,37.412964593572774,38.51359198398952
1755142695.0272458,40.99889534155106,40.91839256877355,37.40999320262864,38.51186884863745
1755142695.1751132,41.01866247640295,40.93764316863718,37.354287814099514,38.4795577183422
1755142695.1824985,41.019623603307046,40.93858047436609,37.35157392747609,38.47798322182578
1755142695.3226793,41.038248051469466,40.95676719509317,37.298886233706654,38.44740941753838
1755142695.3307304,41.03930459780409,40.957800278260116,37.2958916514686,38.445671346978635
1755142695.4184341,41.05092323508439,40.9691706481149,37.2629204593701,38.426532112064606
1755142695.4902985,41.06038385119277,40.978442386989805,37.23601833789927,38.410912350643876
1755142695.6064098,41.07566899802322,40.99344775631028,37.19244861846517,38.385608413210605
1755142695.6387033,41.07989324578074,40.99760025410679,37.180384519373,38.378600486643165
1755142695.7603238,41.09581324664196,41.013271684514976,37.1348279896485,38.35213133705473
1755142695.8139327,41.102802066155846,41.02016235873077,37.1147834363143,38.3404822007549
1755142695.9118123,41.11553430022294,41.032733138888716,37.07819449030788,38.319213516716694
1755142696.0074222,41.12793265950781,41.04499596876115,37.042475266146404,38.298444680860996
1755142696.0886867,41.138419684158976,41.055385204716124,37.012192822455255,38.280832617082375
1755142696.129041,41.1435978731083,41.06052084078604,36.99721651154885,38.272120992293935
1755142696.1842957,41.15070636064723,41.06757711643585,36.976631740804166,38.26014533586647
1755142696.2983856,41.16535702775051,41.08214295728748,36.934112045942825,38.23540257107215
1755142696.4367325,41.1830480890788,41.099772870013844,36.8825976001477,38.20541484110206
1755142696.5335124,41.19533871343842,41.112047890960525,36.846697421348274,38.18450951405538
1755142696.573796,41.200451144297176,41.117160376442214,36.83173723421507,38.17579622022805
1755142696.6607745,41.21144763151561,41.1281700961184,36.79950463183194,38.15701950337426
1755142696.7129984,41.21805311128881,41.134792183188836,36.78010700112147,38.14571739522166
1755142696.8183744,41.23134436827501,41.1481366920226,36.74099385918284,38.12292281342822
1755142696.8837683,41.23955284832021,41.15639139317339,36.7167829968863,38.10880961088119
1755142697.0349796,41.25848114822665,41.17546545163778,36.66079197642936,38.07616069958829
1755142697.043389,41.25949384002273,41.17648749415252,36.657789950529086,38.07440978793714
1755142697.118135,41.26881006214273,41.185897182686986,36.63014211129323,38.05828244802579
1755142697.1973069,41.278640919413355,41.19584131004454,36.60090639724509,38.041225104591014
1755142697.309071,41.29248973498046,41.20987540577832,36.55961536674259,38.01712755890759
1755142697.3412986,41.296446507617354,41.213890681115096,36.54779498999995,38.01022772765658
1755142697.4374948,41.30830341727331,41.225937816443256,36.51231218557551,37.98951175127482
1755142697.498589,41.31577393788459,41.23353974911569,36.4899081826896,37.9764286256466
1755142697.6360662,41.33260800827187,41.250702987795286,36.439286244929534,37.94685878151575
1755142697.644766,41.33364974121787,41.25176660560365,36.436147366460304,37.94502487799953
1755142697.719885,41.34280023547094,41.261116969811596,36.40854412259016,37.92889561181998
